Data as of,Start Date,End Date,State,County Name,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,Footnote
03/17/2021,01/01/2020,03/13/2021,TN,Davidson County,1,47,37,47037,Distribution of COVID-19 deaths (%),12856,1733,0.702,0.207,,0.017,,0.069,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Davidson County,1,47,37,47037,Distribution of population (%),12856,1733,0.563,0.268,0.003,0.039,0.001,0.104,0.023,Large central metro,
03/17/2021,01/01/2020,03/13/2021,TN,Dickson County,2,47,43,47043,Distribution of all-cause deaths (%),798,134,0.946,0.04,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Dickson County,2,47,43,47043,Distribution of COVID-19 deaths (%),798,134,0.94,,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Dickson County,2,47,43,47043,Distribution of population (%),798,134,0.893,0.039,0.004,0.006,0.001,0.039,0.019,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TN,Hamblen County,4,47,63,47063,Distribution of all-cause deaths (%),1202,144,0.94,0.041,,,,0.012,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Hamblen County,4,47,63,47063,Distribution of COVID-19 deaths (%),1202,144,0.896,,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Hamblen County,4,47,63,47063,Distribution of population (%),1202,144,0.808,0.038,0.002,0.009,0.002,0.121,0.019,Small metro,
03/17/2021,01/01/2020,03/13/2021,TN,Hamilton County,3,47,65,47065,Distribution of all-cause deaths (%),7319,750,0.834,0.139,,0.008,,0.017,0.002,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Hamilton County,3,47,65,47065,Distribution of COVID-19 deaths (%),7319,750,0.768,0.184,,,,0.039,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Hamilton County,3,47,65,47065,Distribution of population (%),7319,750,0.709,0.19,0.002,0.021,0.001,0.06,0.017,Medium metro,
03/17/2021,01/01/2020,03/13/2021,TN,Knox County,3,47,93,47093,Distribution of all-cause deaths (%),9024,942,0.918,0.062,0.001,0.005,,0.012,0.001,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Knox County,3,47,93,47093,Distribution of COVID-19 deaths (%),9024,942,0.913,0.051,,,,0.021,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Knox County,3,47,93,47093,Distribution of population (%),9024,942,0.819,0.087,0.002,0.024,0.001,0.046,0.022,Medium metro,
03/17/2021,01/01/2020,03/13/2021,TN,Madison County,4,47,113,47113,Distribution of all-cause deaths (%),2941,641,0.709,0.277,,,,0.009,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Madison County,4,47,113,47113,Distribution of COVID-19 deaths (%),2941,641,0.699,0.284,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Madison County,4,47,113,47113,Distribution of population (%),2941,641,0.556,0.374,0.002,0.011,0,0.041,0.016,Small metro,
03/17/2021,01/01/2020,03/13/2021,TN,Maury County,2,47,119,47119,Distribution of all-cause deaths (%),1670,250,0.878,0.104,,,,0.011,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Maury County,2,47,119,47119,Distribution of COVID-19 deaths (%),1670,250,0.856,0.136,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Maury County,2,47,119,47119,Distribution of population (%),1670,250,0.786,0.118,0.003,0.009,0,0.062,0.021,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TN,Montgomery County,3,47,125,47125,Distribution of all-cause deaths (%),1867,173,0.763,0.192,,0.009,,0.029,0.006,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Montgomery County,3,47,125,47125,Distribution of COVID-19 deaths (%),1867,173,0.746,0.202,,,,,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Montgomery County,3,47,125,47125,Distribution of population (%),1867,173,0.621,0.203,0.005,0.022,0.004,0.102,0.045,Medium metro,
03/17/2021,01/01/2020,03/13/2021,TN,Putnam County,5,47,141,47141,Distribution of all-cause deaths (%),1638,235,0.972,0.011,,,,0.011,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Putnam County,5,47,141,47141,Distribution of COVID-19 deaths (%),1638,235,0.966,,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Putnam County,5,47,141,47141,Distribution of population (%),1638,235,0.879,0.022,0.003,0.014,0,0.065,0.016,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,TN,Rutherford County,2,47,149,47149,Distribution of all-cause deaths (%),3693,571,0.835,0.125,,0.014,,0.024,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Rutherford County,2,47,149,47149,Distribution of COVID-19 deaths (%),3693,571,0.792,0.147,,,,0.046,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Rutherford County,2,47,149,47149,Distribution of population (%),3693,571,0.691,0.158,0.003,0.035,0.001,0.087,0.026,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TN,Sevier County,5,47,155,47155,Distribution of all-cause deaths (%),1257,121,0.967,0.009,,0.01,,0.011,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Sevier County,5,47,155,47155,Distribution of COVID-19 deaths (%),1257,121,0.959,,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Sevier County,5,47,155,47155,Distribution of population (%),1257,121,0.893,0.012,0.004,0.012,0,0.064,0.015,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,TN,Shelby County,1,47,157,47157,Distribution of all-cause deaths (%),14593,1658,0.458,0.509,0.001,0.008,,0.02,0.004,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Shelby County,1,47,157,47157,Distribution of COVID-19 deaths (%),14593,1658,0.407,0.552,,0.008,,0.031,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Shelby County,1,47,157,47157,Distribution of population (%),14593,1658,0.353,0.537,0.002,0.028,0,0.066,0.015,Large central metro,
03/17/2021,01/01/2020,03/13/2021,TN,Sullivan County,3,47,163,47163,Distribution of all-cause deaths (%),4321,494,0.977,0.017,,,,0.003,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Sullivan County,3,47,163,47163,Distribution of COVID-19 deaths (%),4321,494,0.974,,,,,,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Sullivan County,3,47,163,47163,Distribution of population (%),4321,494,0.931,0.022,0.003,0.008,0,0.02,0.015,Medium metro,
03/17/2021,01/01/2020,03/13/2021,TN,Sumner County,2,47,165,47165,Distribution of all-cause deaths (%),2181,301,0.915,0.063,,0.008,,0.012,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Sumner County,2,47,165,47165,Distribution of COVID-19 deaths (%),2181,301,0.89,0.07,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Sumner County,2,47,165,47165,Distribution of population (%),2181,301,0.83,0.08,0.003,0.015,0.001,0.053,0.019,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TN,Washington County,4,47,179,47179,Distribution of all-cause deaths (%),3197,398,0.958,0.028,,,,0.01,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Washington County,4,47,179,47179,Distribution of COVID-19 deaths (%),3197,398,0.955,,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Washington County,4,47,179,47179,Distribution of population (%),3197,398,0.882,0.043,0.003,0.017,0,0.036,0.019,Small metro,
03/17/2021,01/01/2020,03/13/2021,TN,Williamson County,2,47,187,47187,Distribution of all-cause deaths (%),1669,205,0.914,0.053,,0.014,,0.015,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Williamson County,2,47,187,47187,Distribution of COVID-19 deaths (%),1669,205,0.859,0.073,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Williamson County,2,47,187,47187,Distribution of population (%),1669,205,0.837,0.043,0.002,0.051,0,0.049,0.017,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TN,Wilson County,2,47,189,47189,Distribution of all-cause deaths (%),1347,134,0.9,0.085,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Wilson County,2,47,189,47189,Distribution of COVID-19 deaths (%),1347,134,0.896,0.082,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TN,Wilson County,2,47,189,47189,Distribution of population (%),1347,134,0.841,0.073,0.003,0.018,0.001,0.046,0.018,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TX,Anderson County,5,48,1,48001,Distribution of all-cause deaths (%),753,108,0.758,0.166,,,,0.07,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Anderson County,5,48,1,48001,Distribution of COVID-19 deaths (%),753,108,0.694,0.194,,,,0.111,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Anderson County,5,48,1,48001,Distribution of population (%),753,108,0.582,0.21,0.004,0.007,0.001,0.182,0.014,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,TX,Angelina County,5,48,5,48005,Distribution of all-cause deaths (%),1520,267,0.769,0.149,,,,0.077,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Angelina County,5,48,5,48005,Distribution of COVID-19 deaths (%),1520,267,0.64,0.169,,,,0.184,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Angelina County,5,48,5,48005,Distribution of population (%),1520,267,0.599,0.15,0.003,0.009,0,0.227,0.012,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,TX,Bell County,3,48,27,48027,Distribution of all-cause deaths (%),4095,514,0.667,0.176,0.002,0.02,0.004,0.126,0.005,Medium metro,
03/17/2021,01/01/2020,03/13/2021,TX,Bell County,3,48,27,48027,Distribution of COVID-19 deaths (%),4095,514,0.615,0.177,,,,0.185,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Bell County,3,48,27,48027,Distribution of population (%),4095,514,0.443,0.221,0.005,0.029,0.007,0.254,0.043,Medium metro,
03/17/2021,01/01/2020,03/13/2021,TX,Bexar County,1,48,29,48029,Distribution of all-cause deaths (%),23114,4163,0.403,0.068,0.001,0.012,0.001,0.513,0.002,Large central metro,
03/17/2021,01/01/2020,03/13/2021,TX,Bexar County,1,48,29,48029,Distribution of COVID-19 deaths (%),23114,4163,0.242,0.041,,0.008,,0.707,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Bexar County,1,48,29,48029,Distribution of population (%),23114,4163,0.271,0.074,0.002,0.03,0.001,0.606,0.016,Large central metro,
03/17/2021,01/01/2020,03/13/2021,TX,Bowie County,4,48,37,48037,Distribution of all-cause deaths (%),2148,384,0.741,0.237,,,,0.017,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Bowie County,4,48,37,48037,Distribution of COVID-19 deaths (%),2148,384,0.714,0.255,,,,0.026,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Bowie County,4,48,37,48037,Distribution of population (%),2148,384,0.631,0.25,0.007,0.012,0.001,0.078,0.022,Small metro,
03/17/2021,01/01/2020,03/13/2021,TX,Brazoria County,2,48,39,48039,Distribution of all-cause deaths (%),2880,326,0.613,0.207,,0.022,,0.154,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Brazoria County,2,48,39,48039,Distribution of COVID-19 deaths (%),2880,326,0.39,0.267,,,,0.307,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Brazoria County,2,48,39,48039,Distribution of population (%),2880,326,0.453,0.144,0.003,0.068,0,0.316,0.017,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TX,Brazos County,4,48,41,48041,Distribution of all-cause deaths (%),2196,407,0.72,0.148,,0.011,,0.117,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Brazos County,4,48,41,48041,Distribution of COVID-19 deaths (%),2196,407,0.602,0.182,,,,0.204,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Brazos County,4,48,41,48041,Distribution of population (%),2196,407,0.551,0.106,0.003,0.062,0.001,0.262,0.016,Small metro,
03/17/2021,01/01/2020,03/13/2021,TX,Brown County,5,48,49,48049,Distribution of all-cause deaths (%),699,115,0.857,0.027,,,,0.104,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Brown County,5,48,49,48049,Distribution of COVID-19 deaths (%),699,115,0.783,,,,,0.165,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Brown County,5,48,49,48049,Distribution of population (%),699,115,0.706,0.036,0.005,0.007,0,0.231,0.015,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,TX,Cameron County,3,48,61,48061,Distribution of all-cause deaths (%),5375,1603,0.17,0.003,,0.003,,0.824,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Cameron County,3,48,61,48061,Distribution of COVID-19 deaths (%),5375,1603,0.085,,,,,0.913,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Cameron County,3,48,61,48061,Distribution of population (%),5375,1603,0.086,0.004,0.001,0.007,0,0.9,0.002,Medium metro,
03/17/2021,01/01/2020,03/13/2021,TX,Collin County,1,48,85,48085,Distribution of all-cause deaths (%),8705,1276,0.758,0.087,0.002,0.065,,0.082,0.004,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Collin County,1,48,85,48085,Distribution of COVID-19 deaths (%),8705,1276,0.661,0.091,,0.077,,0.163,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Collin County,1,48,85,48085,Distribution of population (%),8705,1276,0.55,0.104,0.004,0.161,0.001,0.155,0.024,Large central metro,
03/17/2021,01/01/2020,03/13/2021,TX,Comal County,2,48,91,48091,Distribution of all-cause deaths (%),1949,305,0.787,0.018,,,,0.188,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Comal County,2,48,91,48091,Distribution of COVID-19 deaths (%),1949,305,0.577,,,,,0.403,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Comal County,2,48,91,48091,Distribution of population (%),1949,305,0.665,0.023,0.004,0.013,0.001,0.28,0.015,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TX,Dallas County,1,48,113,48113,Distribution of all-cause deaths (%),24385,3565,0.498,0.274,0.002,0.027,0,0.196,0.002,Large central metro,
03/17/2021,01/01/2020,03/13/2021,TX,Dallas County,1,48,113,48113,Distribution of COVID-19 deaths (%),24385,3565,0.349,0.222,0.003,0.029,,0.394,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Dallas County,1,48,113,48113,Distribution of population (%),24385,3565,0.283,0.227,0.003,0.065,0,0.407,0.015,Large central metro,
03/17/2021,01/01/2020,03/13/2021,TX,Denton County,2,48,121,48121,Distribution of all-cause deaths (%),5797,789,0.811,0.07,,0.037,,0.079,0.002,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Denton County,2,48,121,48121,Distribution of COVID-19 deaths (%),5797,789,0.721,0.075,,0.037,,0.165,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Denton County,2,48,121,48121,Distribution of population (%),5797,789,0.576,0.105,0.004,0.095,0.001,0.196,0.023,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TX,Ector County,4,48,135,48135,Distribution of all-cause deaths (%),2117,459,0.515,0.049,,0.007,,0.426,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Ector County,4,48,135,48135,Distribution of COVID-19 deaths (%),2117,459,0.312,0.037,,,,0.643,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Ector County,4,48,135,48135,Distribution of population (%),2117,459,0.304,0.044,0.004,0.011,0.002,0.625,0.011,Small metro,
03/17/2021,01/01/2020,03/13/2021,TX,Ellis County,2,48,139,48139,Distribution of all-cause deaths (%),1646,221,0.754,0.121,,,,0.118,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Ellis County,2,48,139,48139,Distribution of COVID-19 deaths (%),1646,221,0.611,0.131,,,,0.253,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Ellis County,2,48,139,48139,Distribution of population (%),1646,221,0.588,0.116,0.004,0.007,0.001,0.269,0.015,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TX,El Paso County,3,48,141,48141,Distribution of all-cause deaths (%),10252,2704,0.175,0.023,0.002,0.004,0.001,0.791,0.003,Medium metro,
03/17/2021,01/01/2020,03/13/2021,TX,El Paso County,3,48,141,48141,Distribution of COVID-19 deaths (%),10252,2704,0.086,0.013,,,,0.895,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,El Paso County,3,48,141,48141,Distribution of population (%),10252,2704,0.116,0.031,0.003,0.011,0.001,0.828,0.01,Medium metro,
03/17/2021,01/01/2020,03/13/2021,TX,Fort Bend County,2,48,157,48157,Distribution of all-cause deaths (%),4821,557,0.475,0.228,,0.117,,0.174,0.005,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Fort Bend County,2,48,157,48157,Distribution of COVID-19 deaths (%),4821,557,0.338,0.212,,0.126,,0.325,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Fort Bend County,2,48,157,48157,Distribution of population (%),4821,557,0.319,0.204,0.002,0.206,0,0.249,0.019,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TX,Galveston County,2,48,167,48167,Distribution of all-cause deaths (%),3681,531,0.641,0.172,,0.017,,0.166,0.003,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Galveston County,2,48,167,48167,Distribution of COVID-19 deaths (%),3681,531,0.426,0.192,,0.019,,0.362,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Galveston County,2,48,167,48167,Distribution of population (%),3681,531,0.567,0.125,0.004,0.033,0.001,0.254,0.017,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TX,Grayson County,4,48,181,48181,Distribution of all-cause deaths (%),2557,470,0.902,0.049,0.015,,,0.03,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Grayson County,4,48,181,48181,Distribution of COVID-19 deaths (%),2557,470,0.864,0.053,0.026,,,0.047,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Grayson County,4,48,181,48181,Distribution of population (%),2557,470,0.746,0.058,0.014,0.015,0.001,0.142,0.024,Small metro,
03/17/2021,01/01/2020,03/13/2021,TX,Gregg County,4,48,183,48183,Distribution of all-cause deaths (%),2669,508,0.735,0.211,,0.005,,0.043,0.004,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Gregg County,4,48,183,48183,Distribution of COVID-19 deaths (%),2669,508,0.681,0.22,,,,0.081,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Gregg County,4,48,183,48183,Distribution of population (%),2669,508,0.57,0.202,0.004,0.013,0,0.192,0.018,Small metro,
03/17/2021,01/01/2020,03/13/2021,TX,Guadalupe County,2,48,187,48187,Distribution of all-cause deaths (%),1313,142,0.631,0.072,,,,0.287,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Guadalupe County,2,48,187,48187,Distribution of COVID-19 deaths (%),1313,142,0.38,0.07,,,,0.549,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Guadalupe County,2,48,187,48187,Distribution of population (%),1313,142,0.492,0.079,0.003,0.018,0.002,0.384,0.022,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TX,Harris County,1,48,201,48201,Distribution of all-cause deaths (%),43056,5967,0.474,0.23,0.001,0.048,0.001,0.244,0.003,Large central metro,
03/17/2021,01/01/2020,03/13/2021,TX,Harris County,1,48,201,48201,Distribution of COVID-19 deaths (%),43056,5967,0.311,0.165,,0.056,,0.465,0.002,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Harris County,1,48,201,48201,Distribution of population (%),43056,5967,0.287,0.188,0.002,0.071,0.001,0.437,0.015,Large central metro,
03/17/2021,01/01/2020,03/13/2021,TX,Hays County,2,48,209,48209,Distribution of all-cause deaths (%),1630,165,0.655,0.039,,0.009,,0.292,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Hays County,2,48,209,48209,Distribution of COVID-19 deaths (%),1630,165,0.43,,,,,0.533,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Hays County,2,48,209,48209,Distribution of population (%),1630,165,0.525,0.039,0.003,0.015,0.001,0.401,0.017,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TX,Hidalgo County,3,48,215,48215,Distribution of all-cause deaths (%),8726,2562,0.124,0.001,,0.002,,0.872,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Hidalgo County,3,48,215,48215,Distribution of COVID-19 deaths (%),8726,2562,0.058,,,,,0.941,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Hidalgo County,3,48,215,48215,Distribution of population (%),8726,2562,0.059,0.004,0.001,0.009,0,0.925,0.002,Medium metro,
03/17/2021,01/01/2020,03/13/2021,TX,Hood County,2,48,221,48221,Distribution of all-cause deaths (%),894,101,0.966,,,,,0.028,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Hood County,2,48,221,48221,Distribution of COVID-19 deaths (%),894,101,0.931,,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Hood County,2,48,221,48221,Distribution of population (%),894,101,0.834,0.01,0.006,0.008,0.001,0.128,0.013,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TX,Hopkins County,5,48,223,48223,Distribution of all-cause deaths (%),635,120,0.923,0.055,,,,0.019,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Hopkins County,5,48,223,48223,Distribution of COVID-19 deaths (%),635,120,0.933,,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Hopkins County,5,48,223,48223,Distribution of population (%),635,120,0.727,0.071,0.005,0.006,0.001,0.174,0.015,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,TX,Hunt County,2,48,231,48231,Distribution of all-cause deaths (%),1225,140,0.872,0.069,,,,0.052,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Hunt County,2,48,231,48231,Distribution of COVID-19 deaths (%),1225,140,0.829,,,,,0.114,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Hunt County,2,48,231,48231,Distribution of population (%),1225,140,0.703,0.078,0.008,0.014,0.001,0.176,0.019,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TX,Jefferson County,3,48,245,48245,Distribution of all-cause deaths (%),4349,589,0.643,0.293,,0.012,,0.05,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Jefferson County,3,48,245,48245,Distribution of COVID-19 deaths (%),4349,589,0.621,0.261,,,,0.107,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Jefferson County,3,48,245,48245,Distribution of population (%),4349,589,0.393,0.331,0.003,0.038,0,0.221,0.014,Medium metro,
03/17/2021,01/01/2020,03/13/2021,TX,Johnson County,2,48,251,48251,Distribution of all-cause deaths (%),1379,122,0.912,0.026,,,,0.053,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Johnson County,2,48,251,48251,Distribution of COVID-19 deaths (%),1379,122,0.861,,,,,0.115,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Johnson County,2,48,251,48251,Distribution of population (%),1379,122,0.698,0.038,0.005,0.009,0.004,0.225,0.021,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,TX,Lamar County,5,48,277,48277,Distribution of all-cause deaths (%),1033,189,0.843,0.117,0.019,,,0.015,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Lamar County,5,48,277,48277,Distribution of COVID-19 deaths (%),1033,189,0.762,0.143,0.063,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Lamar County,5,48,277,48277,Distribution of population (%),1033,189,0.735,0.132,0.014,0.008,0,0.084,0.028,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,TX,Lubbock County,3,48,303,48303,Distribution of all-cause deaths (%),5769,1417,0.605,0.064,0.002,0.008,,0.319,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Lubbock County,3,48,303,48303,Distribution of COVID-19 deaths (%),5769,1417,0.463,0.046,,,,0.485,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,TX,Lubbock County,3,48,303,48303,Distribution of population (%),5769,1417,0.526,0.07,0.004,0.022,0.001,0.363,0.014,Medium metro,
03/17/2021,01/01/2020,03/13/2021,TX,McLennan County,3,48,309,48309,Distribution of all-cause deaths (%),3699,614,0.732,0.148,,0.006,,0.109,0.003,Medium metro,Data based on counts less than 10 suppressed
